,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,-additional
183,Corey Clement,24,PHI,RB,11,0,25,22,192,8.7,0,10,56.0,23,2.0,17.5,88.0,7.7,4,,ClemCo00
184,Jason Croom,24,BUF,TE,15,3,35,22,259,11.8,1,10,48.6,26,1.5,17.3,62.9,7.4,2,,CrooJa00
185,Leonard Fournette,23,JAX,RB,8,8,26,22,185,8.4,1,10,50.0,31,2.8,23.1,84.6,7.1,0,,FourLe00
186,Mike Gesicki,23,MIA,TE,16,7,32,22,202,9.2,0,9,46.9,27,1.4,12.6,68.8,6.3,1,,GesiMi00
187,Latavius Murray,28,MIN,RB,16,6,26,22,141,6.4,0,7,42.3,16,1.4,8.8,84.6,5.4,0,,MurrLa00
188,Demarcus Robinson,24,KAN,WR,16,5,33,22,288,13.1,4,12,54.5,89,1.4,18.0,66.7,8.7,0,,RobiDe01
189,DeAndre Carter,25,2TM,WR,14,4,25,22,216,9.8,0,10,52.0,50,1.6,15.4,88.0,8.6,5,,CartDe02
189,DeAndre Carter,25,PHI,WR,7,1,2,2,21,10.5,0,1,50.0,11,0.3,3.0,100.0,10.5,1,,CartDe02
189,DeAndre Carter,25,HOU,WR,7,3,23,20,195,9.8,0,9,52.2,50,2.9,27.9,87.0,8.5,4,,CartDe02
190,Charles Clay,29,BUF,TE,13,12,36,21,184,8.8,0,11,41.7,21,1.6,14.2,58.3,5.1,1,,ClayCh00
191,Isaiah Crowell,25,NYJ,RB,13,6,28,21,152,7.2,0,7,46.4,21,1.6,11.7,75.0,5.4,0,,CrowIs00
192,Jakeem Grant,26,MIA,WR,10,2,34,21,268,12.8,2,13,50.0,52,2.1,26.8,61.8,7.9,0,,GranJa00
193,Mark Ingram,29,NOR,RB,12,6,27,21,170,8.1,1,5,37.0,28,1.8,14.2,77.8,6.3,3,,IngrMa01
194,Cordarrelle Patterson,27,NWE,WR,15,5,28,21,247,11.8,3,11,50.0,55,1.4,16.5,75.0,8.8,1,AP-2,PattCo00
195,John Ross,23,CIN,WR,13,10,58,21,210,10.0,7,13,25.9,39,1.6,16.2,36.2,3.6,0,,RossJo00
196,Equanimeous St. Brown,22,GNB,WR,12,7,36,21,328,15.6,0,13,47.2,54,1.8,27.3,58.3,9.1,0,,St.BEq00
197,Levine Toilolo,27,DET,TE,16,10,24,21,263,12.5,1,15,75.0,39,1.3,16.4,87.5,11.0,0,,ToilLe00
198,Geronimo Allison,24,GNB,WR,5,4,30,20,303,15.2,2,11,56.7,64,4.0,60.6,66.7,10.1,1,,AlliGe01
199,Peyton Barber,24,TAM,RB,16,16,29,20,92,4.6,1,4,34.5,10,1.3,5.8,69.0,3.2,1,,BarbPe01
200,Alfred Blue,27,HOU,RB,16,2,27,20,154,7.7,0,4,48.1,28,1.3,9.6,74.1,5.7,0,,BlueAl00
201,Chris Carson,24,SEA,RB,14,14,24,20,163,8.2,0,7,50.0,27,1.4,11.6,83.3,6.8,3,,CarsCh00
202,Nick Chubb,23,CLE,RB,16,9,29,20,149,7.5,2,5,41.4,24,1.3,9.3,69.0,5.1,0,,ChubNi00
203,Chase Edmonds,22,ARI,RB,16,0,23,20,103,5.2,0,5,39.1,13,1.3,6.4,87.0,4.5,1,,EdmoCh00
204,Alex Erickson,26,CIN,WR,16,6,29,20,167,8.4,0,7,44.8,28,1.3,10.4,69.0,5.8,1,,EricAl01
205,Jordan Howard,24,CHI,RB,16,15,26,20,145,7.3,0,7,42.3,18,1.3,9.1,76.9,5.6,2,,HowaJo00
206,Allen Hurns,27,DAL,WR,16,7,35,20,295,14.8,2,11,54.3,49,1.3,18.4,57.1,8.4,1,,HurnAl01
207,Jordan Matthews,26,PHI,WR,14,3,28,20,300,15.0,2,14,57.1,56,1.4,21.4,71.4,10.7,0,,MattJo00
208,Adrian Peterson,33,WAS,RB,16,16,26,20,208,10.4,1,9,50.0,52,1.3,13.0,76.9,8.0,3,AP CPoY-3,PeteAd01
209,Paul Richardson,26,WAS,WR,7,4,35,20,262,13.1,2,12,48.6,46,2.9,37.4,57.1,7.5,0,,RichPa01
210,Jonnu Smith,23,TEN,TE,13,12,30,20,258,12.9,3,10,56.7,61,1.5,19.8,66.7,8.6,1,,SmitJo01
211,Jordan Thomas,22,HOU,TE,16,10,27,20,215,10.8,4,12,55.6,39,1.3,13.4,74.1,8.0,0,,ThomJo05
212,Spencer Ware,27,KAN,RB,13,2,23,20,224,11.2,0,9,56.5,31,1.5,17.2,87.0,9.7,0,,WareSp00
213,Martavis Bryant,27,OAK,WR,8,2,27,19,266,14.0,0,10,59.3,47,2.4,33.3,70.4,9.9,1,,BryaMa00
214,Anthony Firkser,23,TEN,FB,12,0,20,19,225,11.8,1,11,75.0,28,1.6,18.8,95.0,11.3,0,,FirkAn00
215,Virgil Green,30,LAC,TE,16,16,27,19,210,11.1,1,10,59.3,26,1.2,13.1,70.4,7.8,0,,GreeVi00
216,T.J. Jones,26,DET,WR,15,3,26,19,190,10.0,2,10,61.5,26,1.3,12.7,73.1,7.3,0,,JoneT.00
217,Lance Kendricks,30,GNB,TE,16,3,25,19,170,8.9,1,9,64.0,22,1.2,10.6,76.0,6.8,0,,KendLa00
218,Elijah McGuire,24,NYJ,RB,8,3,31,19,193,10.2,1,10,51.6,20,2.4,24.1,61.3,6.2,2,,McGuEl00
219,Chris Moore,25,BAL,WR,16,0,25,19,196,10.3,1,8,48.0,30,1.2,12.3,76.0,7.8,0,,MoorCh00
220,Trent Sherfield,22,ARI,WR,13,2,28,19,210,11.1,1,11,57.1,21,1.5,16.2,67.9,7.5,0,,SherTr00
221,Doug Martin,29,OAK,RB,16,9,24,18,116,6.4,0,6,41.7,23,1.1,7.3,75.0,4.8,3,,MartDo00
222,Isaiah McKenzie,23,BUF,WR,7,1,30,18,179,9.9,0,10,46.7,23,2.6,25.6,60.0,6.0,2,,McKeIs00
223,Jordan Akins,26,HOU,TE,16,6,25,17,225,13.2,0,11,52.0,28,1.1,14.1,68.0,9.0,0,,AkinJo00
224,Trenton Cannon,24,NYJ,RB,16,0,25,17,144,8.5,0,4,40.0,35,1.1,9.0,68.0,5.8,0,,CannTr00
225,Ted Ginn Jr.,33,NOR,WR,5,3,30,17,209,12.3,2,10,50.0,42,3.4,41.8,56.7,7.0,1,,GinnTe00
226,Marlon Mack,22,IND,RB,12,10,26,17,103,6.1,1,3,50.0,29,1.4,8.6,65.4,4.0,2,,MackMa00
227,Aldrick Robinson,30,MIN,WR,14,0,35,17,231,13.6,5,12,48.6,40,1.2,16.5,48.6,6.6,0,,RobiAl00
228,Torrey Smith,29,CAR,WR,11,6,31,17,190,11.2,2,12,48.4,35,1.5,17.3,54.8,6.1,0,,SmitTo02
229,Chad Williams,24,ARI,WR,10,7,46,17,171,10.1,1,9,30.4,22,1.7,17.1,37.0,3.7,0,,WillCh05
230,Deonte Thompson,29,2TM,WR,13,6,30,17,161,9.5,0,10,50.0,15,1.3,12.4,56.7,5.4,0,,ThomDe04
230,Deonte Thompson,29,DAL,WR,8,4,20,14,124,8.9,0,7,60.0,15,1.8,15.5,70.0,6.2,0,,ThomDe04
230,Deonte Thompson,29,BUF,WR,5,2,10,3,37,12.3,0,3,30.0,14,0.6,7.4,30.0,3.7,0,,ThomDe04
231,Bennie Fowler,27,NYG,WR,10,5,27,16,199,12.4,1,11,44.4,26,1.6,19.9,59.3,7.4,1,,FowlBe00
232,Josh Hill,28,NOR,TE,16,11,24,16,185,11.6,1,11,58.3,23,1.0,11.6,66.7,7.7,0,,HillJo02
233,Breshad Perriman,25,CLE,WR,10,2,25,16,340,21.3,2,13,56.0,66,1.6,34.0,64.0,13.6,0,,PerrBr02
234,James Washington,22,PIT,WR,14,6,38,16,217,13.6,1,11,42.1,47,1.1,15.5,42.1,5.7,0,,WashJa00
235,Jordan Wilkins,24,IND,RB,16,3,17,16,85,5.3,0,2,64.7,17,1.0,5.3,94.1,5.0,2,,WilkJo01
236,Maxx Williams,24,BAL,TE,13,6,17,16,143,8.9,1,7,58.8,25,1.2,11.0,94.1,8.4,0,,WillMa04
237,Terrelle Pryor,29,2TM,WR,8,1,30,16,252,15.8,2,11,50.0,44,2.0,31.5,53.3,8.4,0,,PryoTe00
237,Terrelle Pryor,29,NYJ,WR,6,0,22,14,235,16.8,2,11,59.1,44,2.3,39.2,63.6,10.7,0,,PryoTe00
237,Terrelle Pryor,29,BUF,WR,2,1,8,2,17,8.5,0,0,25.0,11,1.0,8.5,25.0,2.1,0,,PryoTe00
238,Kapri Bibbs,25,2TM,RB,12,0,23,16,115,7.2,1,4,43.5,23,1.3,9.6,69.6,5.0,1,,BibbKa00
238,Kapri Bibbs,25,WAS,RB,10,0,18,13,102,7.8,1,4,38.9,23,1.3,10.2,72.2,5.7,1,,BibbKa00
238,Kapri Bibbs,25,GNB,RB,2,0,5,3,13,4.3,0,0,60.0,5,1.5,6.5,60.0,2.6,0,,BibbKa00
239,Marcell Ateman,24,OAK,WR,7,6,31,15,154,10.3,1,7,35.5,32,2.1,22.0,48.4,5.0,0,,AtemMa00
240,Alex Collins,24,BAL,RB,10,10,21,15,105,7.0,1,6,52.4,24,1.5,10.5,71.4,5.0,3,,CollAl00
241,Tyler Eifert,28,CIN,TE,4,2,19,15,179,11.9,1,10,63.2,29,3.8,44.8,78.9,9.4,0,,EifeTy00
242,Derrick Henry,24,TEN,RB,16,12,18,15,99,6.6,0,4,44.4,21,0.9,6.2,83.3,5.5,1,,HenrDe00
243,Justin Jackson,22,LAC,RB,13,1,19,15,135,9.0,0,5,47.4,19,1.2,10.4,78.9,7.1,0,,JackJu01
244,Marshawn Lynch,32,OAK,RB,6,6,20,15,84,5.6,0,6,40.0,17,2.5,14.0,75.0,4.2,0,,LyncMa00
245,Darren Sproles,35,PHI,RB,6,2,23,15,160,10.7,2,6,34.8,37,2.5,26.7,65.2,7.0,0,,SproDa00
246,Luke Stocker,30,TEN,TE,16,11,21,15,165,11.0,2,10,57.1,31,0.9,10.3,71.4,7.9,0,,StocLu00
247,Josh Bellamy,29,CHI,WR,16,2,25,14,117,8.4,1,8,48.0,20,0.9,7.3,56.0,4.7,0,,BellJo02
248,Jaron Brown,28,SEA,WR,16,2,19,14,166,11.9,5,9,63.2,45,0.9,10.4,73.7,8.7,0,,BrowJa03
249,Rex Burkhead,28,NWE,RB,8,4,20,14,131,9.4,1,4,55.0,25,1.8,16.4,70.0,6.6,2,,BurkRe00
250,DJ Chark,22,JAX,WR,11,0,32,14,174,12.4,0,6,40.6,38,1.3,15.8,43.8,5.4,1,,CharDJ00
251,Royce Freeman,22,DEN,RB,14,8,20,14,72,5.1,0,2,45.0,9,1.0,5.1,70.0,3.6,1,,FreeRo00
252,Wayne Gallman,24,NYG,RB,15,1,22,14,89,6.4,0,5,31.8,21,0.9,5.9,63.6,4.0,2,,GallWa00
253,Justin Hardy,27,ATL,WR,16,0,22,14,133,9.5,2,8,59.1,19,0.9,8.3,63.6,6.0,1,,HardJu00
254,Jordan Leggett,23,NYJ,TE,15,4,24,14,114,8.1,1,6,54.2,16,0.9,7.6,58.3,4.8,0,,LeggJo00
255,Cody Core,24,CIN,WR,14,3,28,13,160,12.3,1,7,42.9,30,0.9,11.4,46.4,5.7,0,,CoreCo00
256,Hayden Hurst,25,BAL,TE,12,0,23,13,163,12.5,1,8,39.1,32,1.1,13.6,56.5,7.1,0,,HursHa00
257,Chris Ivory,30,BUF,RB,13,1,21,13,205,15.8,0,7,47.6,55,1.0,15.8,61.9,9.8,1,,IvorCh00
258,Keith Kirkwood,24,NOR,WR,8,1,21,13,209,16.1,2,10,57.1,42,1.6,26.1,61.9,10.0,0,,KirkKe00
259,Damion Ratley,23,CLE,WR,13,3,20,13,144,11.1,0,5,55.0,27,1.0,11.1,65.0,7.2,0,,RatlDa00
260,Luke Willson,28,DET,TE,14,8,19,13,87,6.7,0,5,52.6,13,0.9,6.2,68.4,4.6,0,,WillLu00
261,Andre Holmes,30,2TM,WR,15,3,24,13,162,12.5,0,8,37.5,24,0.9,10.8,54.2,6.8,0,,HolmAn00
261,Andre Holmes,30,BUF,WR,12,3,23,12,157,13.1,0,7,34.8,24,1.0,13.1,52.2,6.8,0,,HolmAn00
261,Andre Holmes,30,DEN,WR,3,0,1,1,5,5.0,0,1,100.0,5,0.3,1.7,100.0,5.0,0,,HolmAn00
262,Dan Arnold,23,NOR,WR,10,1,19,12,150,12.5,1,9,57.9,25,1.2,15.0,63.2,7.9,1,,ArnoDa00
263,Travis Benjamin,29,LAC,WR,12,3,24,12,186,15.5,1,9,37.5,46,1.0,15.5,50.0,7.8,0,,BenjTr00
264,James Develin,30,NWE,FB,16,8,17,12,61,5.1,0,3,35.3,11,0.8,3.8,70.6,3.6,0,,DeveJa00
265,Ed Dickson,31,SEA,TE,10,1,13,12,143,11.9,3,6,76.9,42,1.2,14.3,92.3,11.0,0,,DickEd00
266,Frank Gore,35,MIA,RB,14,14,16,12,124,10.3,1,8,68.8,24,0.9,8.9,75.0,7.8,1,,GoreFr00
267,Demetrius Harris,27,KAN,TE,15,3,25,12,164,13.7,3,9,40.0,35,0.8,10.9,48.0,6.6,0,,HarrDe03
268,Brandon LaFell,32,OAK,WR,6,5,16,12,135,11.3,2,9,56.3,24,2.0,22.5,75.0,8.4,0,,LaFeBr00
269,Eli Rogers,26,PIT,WR,3,3,14,12,79,6.6,0,5,64.3,17,4.0,26.3,85.7,5.6,1,,RogeEl00
270,Dalton Schultz,22,DAL,TE,11,7,17,12,116,9.7,0,6,64.7,17,1.1,10.5,70.6,6.8,0,,SchuDa00
271,Logan Thomas,27,BUF,TE,12,3,17,12,77,6.4,0,3,41.2,24,1.0,6.4,70.6,4.5,0,,ThomLo00
272,Jeff Wilson,23,SFO,RB,6,2,15,12,98,8.2,0,5,53.3,24,2.0,16.3,80.0,6.5,3,,WilsJe01
273,Darren Fells,32,CLE,TE,16,11,12,11,117,10.6,3,6,83.3,49,0.7,7.3,91.7,9.8,0,,FellDa01
274,C.J. Ham,25,MIN,RB,15,2,15,11,85,7.7,0,4,53.3,17,0.7,5.7,73.3,5.7,0,,HamxC.00
275,Darius Jennings,26,TEN,WR,16,0,15,11,101,9.2,0,2,60.0,36,0.7,6.3,73.3,6.7,0,,JennDa00
276,Andy Jones,24,DET,WR,8,3,24,11,80,7.3,1,6,45.8,15,1.4,10.0,45.8,3.3,0,,JoneAn01
277,Cody Latimer,26,NYG,WR,6,2,16,11,190,17.3,1,6,50.0,39,1.8,31.7,68.8,11.9,0,,LatiCo00
278,Brandon Marshall,34,SEA,WR,7,2,23,11,136,12.4,1,7,34.8,27,1.6,19.4,47.8,5.9,0,,MarsBr00
279,Marcus Murphy,27,BUF,RB,11,1,19,11,26,2.4,0,2,21.1,8,1.0,2.4,57.9,1.4,1,,MurpMa03
280,Bilal Powell,30,NYJ,RB,7,7,18,11,110,10.0,1,3,33.3,28,1.6,15.7,61.1,6.1,2,,PoweBi00
281,Brandon Powell,23,DET,WR,6,1,17,11,129,11.7,0,6,52.9,41,1.8,21.5,64.7,7.6,0,,PoweBr00
282,Austin Seferian-Jenkins,26,JAX,TE,5,5,19,11,90,8.2,1,6,36.8,21,2.2,18.0,57.9,4.7,0,,SefeAu00
283,LeGarrette Blount,32,DET,RB,16,8,15,10,67,6.7,0,4,40.0,23,0.6,4.2,66.7,4.5,2,,BlouLe00
284,Deontay Burnett,21,NYJ,WR,5,1,15,10,143,14.3,0,7,53.3,29,2.0,28.6,66.7,9.5,0,,BurnDe00
285,Michael Floyd,29,WAS,WR,13,3,24,10,100,10.0,1,5,37.5,20,0.8,7.7,41.7,4.2,0,,FloyMi00
286,Marvin Hall,25,ATL,WR,16,0,19,10,149,14.9,1,5,42.1,47,0.6,9.3,52.6,7.8,0,,HallMa02
287,Niles Paul,29,JAX,WR,6,1,13,10,98,9.8,0,5,53.8,22,1.7,16.3,76.9,7.5,0,,PaulNi00
288,Andre Roberts,30,NYJ,WR,16,1,17,10,79,7.9,1,4,29.4,20,0.6,4.9,58.8,4.6,3,PBAP-1,RobeAn00
289,Russell Shepard,28,NYG,WR,12,0,19,10,188,18.8,2,7,47.4,49,0.8,15.7,52.6,9.9,0,,ShepRu00
290,Lee Smith,31,OAK,TE,16,4,11,10,73,7.3,3,5,90.9,30,0.6,4.6,90.9,6.6,0,,SmitLe00
291,Carlos Hyde,28,2TM,RB,14,7,16,10,33,3.3,0,0,25.0,9,0.7,2.4,62.5,2.1,2,,HydeCa00
291,Carlos Hyde,28,CLE,RB,6,5,9,6,29,4.8,0,0,33.3,9,1.0,4.8,66.7,3.2,1,,HydeCa00
291,Carlos Hyde,28,JAX,RB,8,2,7,4,4,1.0,0,0,14.3,6,0.5,0.5,57.1,0.6,1,,HydeCa00
292,Kalen Ballage,23,MIA,RB,12,0,11,9,56,6.2,0,2,45.5,31,0.8,4.7,81.8,5.1,1,,BallKa00
293,Austin Carr,25,NOR,WR,14,2,14,9,97,10.8,2,5,50.0,25,0.6,6.9,64.3,6.9,0,,CarrAu00
294,Corey Grant,27,JAX,RB,5,1,12,9,67,7.4,0,5,50.0,16,1.8,13.4,75.0,5.6,0,,GranCo00
295,Jermaine Gresham,30,ARI,TE,13,11,12,9,94,10.4,0,6,58.3,26,0.7,7.2,75.0,7.8,1,,GresJe00
296,Dontrell Hilliard,23,CLE,RB,11,0,10,9,105,11.7,0,4,60.0,24,0.8,9.5,90.0,10.5,0,,HillDo00
297,Richie James,23,SFO,WR,13,2,14,9,130,14.4,1,4,50.0,53,0.7,10.0,64.3,9.3,2,,JameRi00
298,Cameron Meredith,26,NOR,WR,6,1,10,9,114,12.7,1,4,50.0,46,1.5,19.0,90.0,11.4,1,,MereCa00
299,Logan Paulsen,31,ATL,TE,15,10,9,9,91,10.1,1,6,88.9,19,0.6,6.1,100.0,10.1,0,,PaulLo00
300,Rashaad Penny,22,SEA,RB,14,0,12,9,75,8.3,0,3,25.0,24,0.6,5.4,75.0,6.3,0,,PennRa00
301,MyCole Pruitt,26,TEN,TE,15,1,11,9,102,11.3,1,6,54.5,27,0.6,6.8,81.8,9.3,0,,PruiMy00
302,Trey Quinn,23,WAS,WR,3,2,10,9,75,8.3,1,5,70.0,15,3.0,25.0,90.0,7.5,0,,QuinTr00
303,Michael Roberts,24,DET,TE,8,2,20,9,100,11.1,3,5,30.0,29,1.1,12.5,45.0,5.0,0,,RobeMi01
304,Scott Simonson,26,NYG,TE,16,4,14,9,86,9.6,1,6,57.1,24,0.6,5.4,64.3,6.1,0,,SimoSc00
305,Rod Smith,26,DAL,RB,16,1,12,9,60,6.7,0,1,41.7,14,0.6,3.8,75.0,5.0,0,,SmitRo06
306,Tavon Austin,28,DAL,WR,7,0,13,8,140,17.5,2,5,46.2,64,1.1,20.0,61.5,10.8,0,,AustTa00
307,Cameron Batson,23,TEN,WR,11,2,11,8,82,10.3,0,5,63.6,26,0.7,7.5,72.7,7.5,1,,BatsCa00
308,Blake Bell,27,JAX,TE,10,4,11,8,67,8.4,0,3,63.6,16,0.8,6.7,72.7,6.1,0,,BellBl00
309,Jake Butt,23,DEN,TE,3,3,13,8,85,10.6,0,4,30.8,22,2.7,28.3,61.5,6.5,0,,ButtJa00
310,Will Dissly,22,SEA,TE,4,4,14,8,156,19.5,2,5,50.0,66,2.0,39.0,57.1,11.1,0,,DissWi00
311,Andy Janovich,25,DEN,FB,16,7,10,8,112,14.0,1,5,60.0,32,0.5,7.0,80.0,11.2,0,,JanoAn00
312,Jake Kumerow,26,GNB,WR,5,2,11,8,103,12.9,1,4,72.7,49,1.6,20.6,72.7,9.4,0,,KumeJa00
313,Taquan Mizzell,25,CHI,RB,9,1,10,8,78,9.8,1,4,50.0,26,0.9,8.7,80.0,7.8,0,,MizzTa00
314,Alfred Morris,30,SFO,RB,12,1,13,8,73,9.1,0,5,53.8,16,0.7,6.1,61.5,5.6,2,,MorrAl00
315,Nick O'Leary,26,MIA,TE,12,7,10,8,86,10.8,1,6,80.0,19,0.7,7.2,80.0,8.6,0,,OLeaNi00
316,Elijhaa Penny,25,NYG,RB,14,3,9,8,50,6.3,0,1,55.6,16,0.6,3.6,88.9,5.6,0,,PennEl00
317,Anthony Sherman,30,KAN,RB,16,1,9,8,96,12.0,1,5,55.6,36,0.5,6.0,88.9,10.7,0,PB,SherAn00
318,Erik Swoope,26,IND,TE,7,2,10,8,87,10.9,3,5,70.0,26,1.1,12.4,80.0,8.7,0,,SwooEr00
319,Eric Tomlinson,26,NYJ,TE,15,12,14,8,72,9.0,0,3,42.9,24,0.5,4.8,57.1,5.1,0,,TomlEr01
320,Josh Adams,22,PHI,RB,14,5,13,7,58,8.3,0,3,38.5,13,0.5,4.1,53.8,4.5,1,,AdamJo03
321,Mo Alie-Cox,25,IND,TE,9,1,13,7,133,19.0,2,6,46.2,34,0.8,14.8,53.8,10.2,0,,AlieMo00
322,Antony Auclair,25,TAM,TE,16,10,8,7,48,6.9,0,1,75.0,12,0.4,3.0,87.5,6.0,0,,AuclAn00
323,Derek Carrier,28,OAK,TE,16,2,12,7,67,9.6,1,3,50.0,23,0.4,4.2,58.3,5.6,0,,CarrDe00
324,Ronald Jones II,21,TAM,RB,9,0,9,7,33,4.7,0,2,22.2,15,0.8,3.7,77.8,3.7,0,,JoneRo01
325,T.J. Logan,24,ARI,FB,10,0,7,7,37,5.3,0,1,14.3,17,0.7,3.7,100.0,5.3,0,,LogaT.00
326,Sony Michel,23,NWE,RB,13,8,11,7,50,7.1,0,3,45.5,13,0.5,3.8,63.6,4.5,1,,MichSo00
327,JJ Nelson,26,ARI,WR,14,2,19,7,64,9.1,0,4,26.3,17,0.5,4.6,36.8,3.4,0,,NelsJJ00
328,Zach Zenner,27,DET,RB,8,1,10,7,56,8.0,0,3,50.0,30,0.9,7.0,70.0,5.6,0,,ZennZa00
329,Kamar Aiken,29,PHI,WR,5,1,7,6,53,8.8,0,2,28.6,18,1.2,10.6,85.7,7.6,0,,AikeKa00
330,Tommy Bohanon,28,JAX,FB,16,6,9,6,41,6.8,0,1,66.7,12,0.4,2.6,66.7,4.6,0,,BohaTo00
331,Brice Butler,28,2TM,WR,8,1,10,6,60,10.0,1,4,50.0,23,0.8,7.5,60.0,6.0,0,,ButlBr00
331,Brice Butler,28,DAL,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ButlBr00
331,Brice Butler,28,MIA,WR,6,1,9,6,60,10.0,1,4,55.6,23,1.0,10.0,66.7,6.7,0,,ButlBr00
332,Kenneth Dixon,24,BAL,RB,6,0,7,6,51,8.5,0,2,57.1,21,1.0,8.5,85.7,7.3,2,,DixoKe00
333,Russell Gage,22,ATL,WR,15,0,10,6,63,10.5,0,2,60.0,22,0.4,4.2,60.0,6.3,0,,GageRu00
334,Rashad Greene,26,JAX,WR,8,1,8,6,60,10.0,0,3,62.5,12,0.8,7.5,75.0,7.5,2,,GreeRa00
335,Xavier Grimble,26,PIT,TE,16,2,8,6,86,14.3,0,4,62.5,23,0.4,5.4,75.0,10.8,1,,GrimXa00
336,David Grinnage,24,JAX,TE,4,2,8,6,61,10.2,0,2,62.5,24,1.5,15.3,75.0,7.6,0,,GrinDa00
337,Dwayne Harris,31,OAK,WR,15,1,6,6,40,6.7,0,1,66.7,13,0.4,2.7,100.0,6.7,2,,HarrDw00
338,Marcus Johnson,24,IND,WR,5,0,8,6,102,17.0,1,5,75.0,34,1.2,20.4,75.0,12.8,0,,JohnMa07
339,Raheem Mostert,26,SFO,RB,9,0,7,6,25,4.2,0,1,28.6,23,0.7,2.8,85.7,3.6,1,,MostRa00
340,Durham Smythe,23,MIA,TE,15,2,11,6,50,8.3,0,2,54.5,21,0.4,3.3,54.5,4.5,0,,SmytDu00
341,Neal Sterling,26,NYJ,WR,5,4,8,6,47,7.8,0,2,75.0,12,1.2,9.4,75.0,5.9,0,,SterNe00
342,Darren Waller,26,OAK,WR,4,0,6,6,75,12.5,0,4,83.3,44,1.5,18.8,100.0,12.5,0,,WallDa01
343,Jay Ajayi,25,PHI,RB,4,3,6,5,20,4.0,0,1,50.0,12,1.3,5.0,83.3,3.3,1,,AjayJa00
344,Malcolm Brown,25,LAR,RB,12,0,7,5,52,10.4,1,2,57.1,18,0.4,4.3,71.4,7.4,0,,BrowMa03
345,Noah Brown,22,DAL,WR,8,2,8,5,54,10.8,0,2,50.0,22,0.6,6.8,62.5,6.8,0,,BrowNo00
346,Garrett Celek,30,SFO,TE,15,1,8,5,90,18.0,2,5,62.5,41,0.3,6.0,62.5,11.3,0,,CeleGa00
347,Corey Coleman,24,NYG,WR,8,1,8,5,71,14.2,0,5,62.5,30,0.6,8.9,62.5,8.9,0,,ColeCo00
348,Tyler Conklin,23,MIN,TE,16,3,7,5,77,15.4,0,3,71.4,33,0.3,4.8,71.4,11.0,0,,ConkTy00
349,Seth Devalve,25,CLE,TE,13,4,7,5,74,14.8,1,3,42.9,26,0.4,5.7,71.4,10.6,0,,DevaSe00
350,Devonta Freeman,26,ATL,RB,2,2,7,5,23,4.6,0,0,14.3,14,2.5,11.5,71.4,3.3,0,,FreeDe00
351,Zach Line,28,NOR,RB,16,6,10,5,14,2.8,2,2,40.0,5,0.3,0.9,50.0,1.4,0,,LineZa01
352,Ray-Ray McCloud,22,BUF,WR,10,1,6,5,36,7.2,0,2,50.0,16,0.5,3.6,83.3,6.0,2,,McClRa00
353,David Morgan,25,MIN,TE,11,6,6,5,36,7.2,0,2,66.7,13,0.5,3.3,83.3,6.0,0,,MorgDa01
354,Brian Parker,26,DEN,TE,13,1,10,5,33,6.6,0,2,40.0,11,0.4,2.5,50.0,3.3,0,,ParkBr00
355,Joshua Perkins,25,PHI,TE,9,1,11,5,67,13.4,0,4,45.5,30,0.6,7.4,45.5,6.1,0,,PerkJo02
356,Eric Saubert,24,ATL,TE,16,1,9,5,48,9.6,0,2,44.4,17,0.3,3.0,55.6,5.3,0,,SaubEr00
357,Adam Shaheen,24,CHI,TE,6,4,6,5,48,9.6,1,3,50.0,23,0.8,8.0,83.3,8.0,0,,ShahAd00
358,Keith Smith,26,OAK,DB,16,3,6,5,23,4.6,0,3,66.7,8,0.3,1.4,83.3,3.8,0,,SmitKe03
359,Vyncint Smith,22,HOU,WR,7,1,10,5,91,18.2,1,3,40.0,35,0.7,13.0,50.0,9.1,0,,SmitVy00
360,Jeremy Sprinkle,24,WAS,TE,16,9,9,5,41,8.2,1,3,55.6,15,0.3,2.6,55.6,4.6,0,,SpriJe00
361,Mark Walton,21,CIN,RB,14,0,8,5,41,8.2,0,1,12.5,24,0.4,2.9,62.5,5.1,0,,WaltMa00
362,C.J. Anderson,27,2TM,RB,11,3,9,5,41,8.2,1,2,33.3,24,0.5,3.7,55.6,4.6,0,,AndeC.00
362,C.J. Anderson,27,CAR,RB,9,1,3,1,24,24.0,1,1,33.3,24,0.1,2.7,33.3,8.0,0,,AndeC.00
362,C.J. Anderson,27,LAR,RB,2,2,6,4,17,4.3,0,1,33.3,13,2.0,8.5,66.7,2.8,0,,AndeC.00
363,Rishard Matthews,29,2TM,WR,8,0,9,5,24,4.8,0,1,22.2,7,0.6,3.0,55.6,2.7,0,,MattRi00
363,Rishard Matthews,29,TEN,WR,3,0,6,3,11,3.7,0,0,0.0,4,1.0,3.7,50.0,1.8,0,,MattRi00
363,Rishard Matthews,29,NYJ,WR,5,0,3,2,13,6.5,0,1,66.7,7,0.4,2.6,66.7,4.3,0,,MattRi00
364,Chad Beebe,24,MIN,WR,3,0,4,4,39,9.8,0,3,75.0,18,1.3,13.0,100.0,9.8,0,,BeebCh00
365,Nick Bellore,29,DET,FB,14,4,4,4,15,3.8,0,2,75.0,8,0.3,1.1,100.0,3.8,0,,BellNi01
